State or Region,Institution Sector,sector_sort,Fall_2003_Active,Fall_2003_IPEDS_Universe,Fall_2004_Active,Fall_2004_IPEDS_Universe,Fall_2005_Active,Fall_2005_IPEDS_Universe,Fall_2006_Active,Fall_2006_IPEDS_Universe,Fall_2007_Active,Fall_2007_IPEDS_Universe,Fall_2008_Active,Fall_2008_IPEDS_Universe,Fall_2009_Active,Fall_2009_IPEDS_Universe,Fall_2010_Active,Fall_2010_IPEDS_Universe,Fall_2011_Active,Fall_2011_IPEDS_Universe,Fall_2012_Active,Fall_2012_IPEDS_Universe,Fall_2013_Active,Fall_2013_IPEDS_Universe,Fall_2014_Active,Fall_2014_IPEDS_Universe,Fall_2015_Active,Fall_2015_IPEDS_Universe,Fall_2016_Active,Fall_2016_IPEDS_Universe,Fall_2017_Active,Fall_2017_IPEDS_Universe,Fall_2018_Active,Fall_2018_IPEDS_Universe,Fall_2019_Active,Fall_2019_IPEDS_Universe,Fall_2020_Active*,Fall_2020_IPEDS_Universe*,(* estimated)
Oklahoma,All 4-year Institutions,2,"90,525","135,553","93,696","136,980","94,762","137,709","93,428","135,652","101,969","140,599","101,440","140,080","105,851","145,657","139,067","150,648","142,368","152,520","145,194","153,035","147,516","152,366","144,704","149,495","142,697","147,475","141,598","146,731","138,554","142,552","135,605","139,326","132,848","136,258","132,848","136,258",
Oklahoma,All 2-year Institutions,3,"44,173","70,577","39,999","68,677","39,831","68,264","39,746","68,329","39,440","63,567","59,749","64,541","66,132","72,074","69,997","76,901","68,363","75,034","68,753","73,150","62,291","66,431","59,917","64,346","58,106","62,387","58,140","61,432","56,225","59,293","54,712","56,617","53,944","56,398","53,944","56,398",
Oklahoma,All Public Institutions,4,"119,652","178,612","118,650","179,281","119,639","179,225","118,887","178,015","123,188","177,643","143,015","178,253","154,044","189,953","191,174","197,642","190,670","197,373","193,287","195,111","186,412","187,078","181,597","182,449","177,947","179,008","176,678","177,641","173,169","174,140","169,999","170,979","166,834","167,949","166,834","167,949",
Oklahoma,"All Private, not-for-profit Institutions",5,"15,046","24,865","15,045","22,378","14,954","22,428","14,287","21,725","18,221","21,755","18,174","21,772","17,939","22,084","17,890","22,657","20,061","23,406","20,660","23,988","23,395","25,117","23,024","24,737","22,856","25,996","23,060","26,227","21,610","23,919","20,318","22,549","19,958","22,251","19,958","22,251",
Oklahoma,"All Private, for-profit Institutions",6,0,"2,653",0,"3,998",0,"4,320",0,"4,241",0,"4,768",0,"4,596",0,"5,694",0,"7,250",0,"6,775",0,"7,086",0,"6,602",0,"6,655",0,"4,858",0,"4,295",0,"3,786",0,"2,415",0,"2,456",0,"2,456",
Oklahoma,"Public, 4-year",7,"75,479","109,421","78,651","113,343","79,808","113,608","79,141","112,414","83,748","117,159","83,266","116,697","87,912","121,630","121,177","125,292","122,307","126,468","124,534","126,358","124,121","124,596","121,680","122,344","119,841","120,628","118,538","119,464","116,944","117,915","115,287","116,267","112,890","114,005","112,890","114,005",
Oklahoma,"Private, not-for-profit, 4-year",8,"15,046","24,865","15,045","22,378","14,954","22,428","14,287","21,725","18,221","21,755","18,174","21,772","17,939","22,084","17,890","22,657","20,061","23,406","20,660","23,988","23,395","25,117","23,024","24,737","22,856","24,841","23,060","25,033","21,610","23,338","20,318","21,971","19,958","21,580","19,958","21,580",
Oklahoma,"Private, for-profit, 4-year",9,0,"1,267",0,"1,259",0,"1,673",0,"1,513",0,"1,685",0,"1,611",0,"1,943",0,"2,699",0,"2,646",0,"2,689",0,"2,653",0,"2,414",0,"2,006",0,"2,234",0,"1,299",0,"1,088",0,673,0,673,
Oklahoma,"Public, 2-year",10,"44,173","69,191","39,999","65,938","39,831","65,617","39,746","65,601","39,440","60,484","59,749","61,556","66,132","68,323","69,997","72,350","68,363","70,905","68,753","68,753","62,291","62,482","59,917","60,105","58,106","58,380","58,140","58,177","56,225","56,225","54,712","54,712","53,944","53,944","53,944","53,944",
Oklahoma,"Private, not-for-profit, 2-year",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,155",0,"1,194",0,581,0,578,0,671,0,671,
Oklahoma,"Private, for-profit, 2-year",12,0,"1,386",0,"2,739",0,"2,647",0,"2,728",0,"3,083",0,"2,985",0,"3,751",0,"4,551",0,"4,129",0,"4,397",0,"3,949",0,"4,241",0,"2,852",0,"2,061",0,"2,487",0,"1,327",0,"1,783",0,"1,783",
Oregon,Overall,1,"167,068","196,311","175,917","196,956","177,671","196,917","175,478","194,687","180,446","200,307","199,193","218,025","219,328","241,101","239,333","247,867","246,209","256,840","246,325","255,229","244,039","251,635","239,864","246,333","235,467","241,629","231,284","236,536","225,529","230,302","224,298","228,477","216,631","226,102","216,631","226,102",
Oregon,All 4-year Institutions,2,"94,916","109,225","102,568","111,549","104,308","113,559","105,805","114,976","107,144","116,713","113,698","121,675","120,251","128,955","129,301","134,677","133,571","139,776","134,007","140,241","137,671","143,338","139,422","144,664","139,870","145,049","138,251","142,520","137,414","141,383","135,393","138,760","129,631","138,336","129,631","138,336",
Oregon,All 2-year Institutions,3,"72,152","87,086","73,349","85,407","73,363","83,358","69,673","79,711","73,302","83,594","85,495","96,350","99,077","112,146","110,032","113,190","112,638","117,064","112,318","114,988","106,368","108,297","100,442","101,669","95,597","96,580","93,033","94,016","88,115","88,919","88,905","89,717","87,000","87,766","87,000","87,766",
Oregon,All Public Institutions,4,"148,027","166,129","153,044","165,375","153,885","163,752","150,536","160,059","155,217","165,260","171,292","181,515","189,766","201,246","208,002","208,002","214,221","215,466","211,273","212,310","207,803","208,317","201,645","201,645","197,948","197,948","197,198","197,198","192,334","192,334","191,943","191,943","189,901","189,901","189,901","189,901",
Oregon,"All Private, not-for-profit Institutions",5,"19,041","26,281","22,873","26,752","23,786","27,811","24,942","29,095","25,015","29,337","27,447","29,941","28,829","31,324","30,183","32,811","30,915","33,624","30,544","33,370","32,531","35,308","34,987","37,256","35,065","37,533","33,679","35,434","32,810","34,623","32,018","33,809","26,344","33,627","26,344","33,627",
Oregon,"All Private, for-profit Institutions",6,0,"3,901",0,"4,829",0,"5,354",0,"5,533",214,"5,710",454,"6,569",733,"8,531","1,148","7,054","1,073","7,750","4,508","9,549","3,705","8,010","3,232","7,432","2,454","6,148",407,"3,904",385,"3,345",337,"2,725",386,"2,574",386,"2,574",
Oregon,"Public, 4-year",7,"76,173","81,914","79,962","82,515","80,728","83,239","80,903","83,321","82,129","84,584","86,251","88,675","91,422","94,005","99,118","99,118","102,656","102,656","103,463","103,463","105,140","105,140","104,435","104,435","104,805","104,805","104,572","104,572","104,604","104,604","103,375","103,375","103,287","103,287","103,287","103,287",
Oregon,"Private, not-for-profit, 4-year",8,"18,743","25,983","22,606","26,485","23,580","27,605","24,902","29,055","25,015","29,337","27,447","29,941","28,829","31,324","30,183","32,811","30,915","33,624","30,544","33,370","32,531","35,308","34,987","37,256","35,065","37,422","33,679","35,434","32,810","34,589","32,018","33,764","26,344","33,594","26,344","33,594",
Oregon,"Private, for-profit, 4-year",9,0,"1,328",0,"2,549",0,"2,715",0,"2,600",0,"2,792",0,"3,059",0,"3,626",0,"2,748",0,"3,496",0,"3,408",0,"2,890",0,"2,973",0,"2,822",0,"2,514",0,"2,190",0,"1,621",0,"1,455",0,"1,455",
Oregon,"Public, 2-year",10,"71,854","84,215","73,082","82,860","73,157","80,513","69,633","76,738","73,088","80,676","85,041","92,840","98,344","107,241","108,884","108,884","111,565","112,810","107,810","108,847","102,663","103,177","97,210","97,210","93,143","93,143","92,626","92,626","87,730","87,730","88,568","88,568","86,614","86,614","86,614","86,614",
Oregon,"Private, not-for-profit, 2-year",11,298,298,267,267,206,206,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,34,0,45,0,33,0,33,
Oregon,"Private, for-profit, 2-year",12,0,"2,573",0,"2,280",0,"2,639",0,"2,933",214,"2,918",454,"3,510",733,"4,905","1,148","4,306","1,073","4,254","4,508","6,141","3,705","5,120","3,232","4,459","2,454","3,326",407,"1,390",385,"1,155",337,"1,104",386,"1,119",386,"1,119",
Pennsylvania,Overall,1,"621,086","672,626","629,899","684,733","638,808","688,173","651,783","702,679","671,947","720,974","687,807","736,113","716,632","773,054","729,350","793,671","725,025","778,204","720,928","769,080","712,189","758,137","703,641","744,082","699,008","731,297","692,024","722,084","687,271","714,303","681,645","697,403","674,708","690,480","674,708","690,480",
Pennsylvania,All 4-year Institutions,2,"494,516","515,659","501,223","524,454","513,320","531,021","523,937","543,646","538,322","557,468","548,306","566,157","561,986","585,825","570,958","597,251","567,718","589,217","567,830","588,950","564,271","584,665","561,218","579,402","560,629","574,670","557,357","572,225","559,337","572,140","557,058","562,064","553,135","558,357","553,135","558,357",
Pennsylvania,All 2-year Institutions,3,"126,570","156,967","128,676","160,279","125,488","157,152","127,846","159,033","133,625","163,506","139,501","169,956","154,646","187,229","158,392","196,420","157,307","188,987","153,098","180,130","147,918","173,472","142,423","164,680","138,379","156,627","134,667","149,859","127,934","142,163","124,587","135,339","121,573","132,123","121,573","132,123",
Pennsylvania,All Public Institutions,4,"372,930","381,254","376,148","384,525","378,947","380,271","386,991","388,251","396,774","396,774","404,976","404,976","425,979","425,979","432,889","432,889","428,269","428,269","425,890","425,890","419,849","419,849","413,591","413,591","409,054","409,054","406,345","406,345","400,943","400,943","392,771","392,771","389,298","389,298","389,298","389,298",
Pennsylvania,"All Private, not-for-profit Institutions",5,"246,448","257,407","252,067","263,456","258,070","269,221","263,006","274,866","273,276","281,793","278,898","287,318","286,391","293,279","291,828","299,869","292,500","299,191","291,051","297,492","288,374","295,409","285,879","292,725","285,984","291,994","281,562","291,263","284,191","294,537","287,421","293,731","284,011","290,962","284,011","290,962",
Pennsylvania,"All Private, for-profit Institutions",6,"1,708","33,965","1,684","36,752","1,791","38,681","1,786","39,562","1,897","42,407","3,933","43,819","4,262","53,796","4,633","60,913","4,256","50,744","3,987","45,698","3,966","42,879","4,171","37,766","3,970","30,249","4,117","24,476","2,137","18,823","1,453","10,901","1,399","10,220","1,399","10,220",
Pennsylvania,"Public, 4-year",7,"249,003","255,484","249,860","256,360","256,194","256,194","262,108","262,108","266,500","266,500","271,042","271,042","278,103","278,103","281,770","281,770","278,865","278,865","281,541","281,541","280,546","280,546","279,610","279,610","278,935","278,935","279,719","279,719","277,568","277,568","271,256","271,256","270,817","270,817","270,817","270,817",
Pennsylvania,"Private, not-for-profit, 4-year",8,"244,691","252,121","250,504","258,595","256,145","263,578","260,813","268,620","270,718","274,652","276,173","279,826","282,667","286,270","287,693","292,333","287,391","291,860","284,947","289,228","282,428","286,989","280,278","285,002","280,309","284,311","276,268","284,169","280,545","288,749","284,755","289,345","281,264","286,206","281,264","286,206",
Pennsylvania,"Private, for-profit, 4-year",9,822,"8,054",859,"9,499",981,"11,249","1,016","12,918","1,104","16,316","1,091","15,289","1,216","21,452","1,495","23,148","1,462","18,492","1,342","18,181","1,297","17,130","1,330","14,790","1,385","11,424","1,370","8,337","1,224","5,823","1,047","1,463","1,054","1,334","1,054","1,334",
Pennsylvania,"Public, 2-year",10,"123,927","125,770","126,288","128,165","122,753","124,077","124,883","126,143","130,274","130,274","133,934","133,934","147,876","147,876","151,119","151,119","149,404","149,404","144,349","144,349","139,303","139,303","133,981","133,981","130,119","130,119","126,626","126,626","123,375","123,375","121,515","121,515","118,481","118,481","118,481","118,481",
Pennsylvania,"Private, not-for-profit, 2-year",11,"1,757","5,286","1,563","4,861","1,925","5,643","2,193","6,246","2,558","7,141","2,725","7,492","3,724","7,009","4,135","7,536","5,109","7,331","6,104","8,264","5,946","8,420","5,601","7,723","5,675","7,683","5,294","7,094","3,646","5,788","2,666","4,386","2,747","4,756","2,747","4,756",
Pennsylvania,"Private, for-profit, 2-year",12,886,"25,911",825,"27,253",810,"27,432",770,"26,644",793,"26,091","2,842","28,530","3,046","32,344","3,138","37,765","2,794","32,252","2,645","27,517","2,669","25,749","2,841","22,976","2,585","18,825","2,747","16,139",913,"13,000",406,"9,438",345,"8,886",345,"8,886",
Rhode_Island,Overall,1,"79,877","85,103","80,603","86,479","81,754","87,769","87,098","87,985","87,986","88,890","89,467","89,701","90,592","90,619","91,327","91,327","91,005","91,005","89,961","89,961","89,266","89,266","89,049","89,049","87,650","87,650","88,288","88,288","87,303","87,303","84,918","84,918","83,673","83,836","83,836","83,836",
Rhode_Island,All 4-year Institutions,2,"63,654","68,880","64,310","69,636","65,712","71,181","70,725","70,999","71,175","71,440","71,855","71,855","72,832","72,832","73,552","73,552","73,112","73,112","72,077","72,077","71,567","71,567","71,496","71,496","71,455","71,455","73,187","73,187","72,545","72,545","70,379","70,379","68,898","69,061","69,061","69,061",
Rhode_Island,All 2-year Institutions,3,"16,223","16,223","16,293","16,843","16,042","16,588","16,373","16,986","16,811","17,450","17,612","17,846","17,760","17,787","17,775","17,775","17,893","17,893","17,884","17,884","17,699","17,699","17,553","17,553","16,195","16,195","15,101","15,101","14,758","14,758","14,539","14,539","14,775","14,775","14,775","14,775",
Rhode_Island,All Public Institutions,4,"39,937","39,937","39,920","39,920","40,008","40,008","40,374","40,374","41,503","41,503","42,601","42,601","43,409","43,409","43,224","43,224","43,254","43,254","43,204","43,204","42,786","42,786","42,765","42,765","41,320","41,320","41,369","41,369","41,018","41,018","40,082","40,082","39,763","39,763","39,763","39,763",
Rhode_Island,"All Private, not-for-profit Institutions",5,"39,940","45,166","40,683","46,009","41,746","47,215","46,724","46,998","46,483","46,748","46,866","46,866","47,183","47,183","48,103","48,103","47,751","47,751","46,757","46,757","46,480","46,480","46,284","46,284","46,330","46,330","46,919","46,919","46,285","46,285","44,836","44,836","43,910","44,073","44,073","44,073",
Rhode_Island,"All Private, for-profit Institutions",6,0,0,0,550,0,546,0,613,0,639,0,234,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rhode_Island,"Public, 4-year",7,"23,714","23,714","23,627","23,627","23,966","23,966","24,001","24,001","24,692","24,692","24,989","24,989","25,649","25,649","25,449","25,449","25,361","25,361","25,320","25,320","25,087","25,087","25,212","25,212","25,125","25,125","26,268","26,268","26,260","26,260","25,543","25,543","24,988","24,988","24,988","24,988",
Rhode_Island,"Private, not-for-profit, 4-year",8,"39,940","45,166","40,683","46,009","41,746","47,215","46,724","46,998","46,483","46,748","46,866","46,866","47,183","47,183","48,103","48,103","47,751","47,751","46,757","46,757","46,480","46,480","46,284","46,284","46,330","46,330","46,919","46,919","46,285","46,285","44,836","44,836","43,910","44,073","44,073","44,073",
Rhode_Island,"Private, for-profit, 4-year",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rhode_Island,"Public, 2-year",10,"16,223","16,223","16,293","16,293","16,042","16,042","16,373","16,373","16,811","16,811","17,612","17,612","17,760","17,760","17,775","17,775","17,893","17,893","17,884","17,884","17,699","17,699","17,553","17,553","16,195","16,195","15,101","15,101","14,758","14,758","14,539","14,539","14,775","14,775","14,775","14,775",
Rhode_Island,"Private, not-for-profit, 2-year",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rhode_Island,"Private, for-profit, 2-year",12,0,0,0,550,0,546,0,613,0,639,0,234,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
South_Carolina,Overall,1,"196,576","205,753","198,052","207,670","199,992","209,788","203,680","211,647","208,149","216,666","219,398","228,750","234,137","243,231","239,545","249,106","242,418","252,779","242,012","253,113","241,936","251,131","240,142","248,558","237,866","244,491","237,046","242,588","236,955","241,895","232,666","237,835","233,950","238,493","233,950","238,493",
South_Carolina,All 4-year Institutions,2,"117,449","124,085","119,806","126,790","121,772","128,966","124,440","129,801","125,557","131,123","132,422","138,394","135,737","142,198","137,908","144,271","140,495","147,390","141,244","147,943","142,972","148,131","144,930","149,701","147,522","151,457","148,914","152,284","150,112","152,844","150,958","153,377","164,174","166,794","164,174","166,794",
South_Carolina,All 2-year Institutions,3,"79,127","81,668","78,246","80,880","78,220","80,822","79,240","81,846","82,592","85,543","86,976","90,356","98,400","101,033","101,637","104,835","101,923","105,389","100,768","105,170","98,964","103,000","95,212","98,857","90,344","93,034","88,132","90,304","86,843","89,051","81,708","84,458","69,776","71,699","69,776","71,699",
South_Carolina,All Public Institutions,4,"170,429","171,893","170,963","172,386","173,278","174,686","175,038","176,415","178,908","180,479","184,976","187,253","199,099","200,204","204,047","205,080","206,695","208,302","207,020","209,023","205,879","207,717","204,078","205,756","201,444","202,487","200,295","200,295","200,622","200,622","196,525","196,525","197,809","197,809","197,809","197,809",
South_Carolina,"All Private, not-for-profit Institutions",5,"26,147","32,519","27,089","33,801","26,714","33,540","28,642","33,441","29,241","33,875","33,806","38,365","34,367","39,017","31,004","35,089","31,383","35,216","30,896","34,601","32,151","34,195","32,507","34,552","33,059","34,606","33,430","35,106","32,853","34,137","35,514","36,950","35,529","37,352","35,529","37,352",
South_Carolina,"All Private, for-profit Institutions",6,0,"1,341",0,"1,483",0,"1,562",0,"1,791",0,"2,312",616,"3,132",671,"4,010","4,494","8,937","4,340","9,261","4,096","9,489","3,906","9,219","3,557","8,250","3,363","7,398","3,321","7,187","3,480","7,136",627,"4,360",612,"3,332",612,"3,332",
South_Carolina,"Public, 4-year",7,"92,039","92,039","93,504","93,504","95,803","95,803","96,577","96,577","97,113","97,113","98,750","98,750","101,507","101,507","103,200","103,200","105,575","105,575","107,063","107,063","107,733","107,733","109,659","109,659","111,871","111,871","112,900","112,900","114,569","114,569","115,686","115,686","128,033","128,033","128,033","128,033",
South_Carolina,"Private, not-for-profit, 4-year",8,"25,410","31,685","26,302","32,925","25,969","32,672","27,863","32,554","28,444","32,985","33,056","37,491","33,559","38,061","30,214","34,156","30,580","34,237","30,085","33,651","31,333","33,377","31,714","33,759","32,288","33,835","32,693","34,115","32,063","33,347","34,645","36,081","35,529","37,352","35,529","37,352",
South_Carolina,"Private, for-profit, 4-year",9,0,361,0,361,0,491,0,670,0,"1,025",616,"2,153",671,"2,630","4,494","6,915","4,340","7,578","4,096","7,229","3,906","7,021","3,557","6,283","3,363","5,751","3,321","5,269","3,480","4,928",627,"1,610",612,"1,409",612,"1,409",
South_Carolina,"Public, 2-year",10,"78,390","79,854","77,459","78,882","77,475","78,883","78,461","79,838","81,795","83,366","86,226","88,503","97,592","98,697","100,847","101,880","101,120","102,727","99,957","101,960","98,146","99,984","94,419","96,097","89,573","90,616","87,395","87,395","86,053","86,053","80,839","80,839","69,776","69,776","69,776","69,776",
South_Carolina,"Private, not-for-profit, 2-year",11,737,834,787,876,745,868,779,887,797,890,750,874,808,956,790,933,803,979,811,950,818,818,793,793,771,771,737,991,790,790,869,869,0,0,0,0,
South_Carolina,"Private, for-profit, 2-year",12,0,980,0,"1,122",0,"1,071",0,"1,121",0,"1,287",0,979,0,"1,380",0,"2,022",0,"1,683",0,"2,260",0,"2,198",0,"1,967",0,"1,647",0,"1,918",0,"2,208",0,"2,750",0,"1,923",0,"1,923",
South_Dakota,Overall,1,"40,156","48,967","39,477","48,708","40,525","48,768","40,915","48,931","41,896","49,747","42,482","50,444","43,969","53,006","46,725","58,000","47,875","55,637","48,530","55,852","48,595","54,682","48,619","53,721","49,025","53,511","49,312","53,685","50,683","53,620","50,220","53,365","51,635","52,054","51,635","52,054",
South_Dakota,All 4-year Institutions,2,"35,796","43,032","35,196","42,821","36,131","42,745","36,581","43,036","37,569","44,018","38,218","44,867","39,037","46,497","41,657","51,171","41,797","48,959","42,358","49,211","42,336","47,976","42,548","47,261","43,035","47,219","42,918","47,149","44,147","46,887","43,550","46,528","44,532","44,951","44,532","44,951",
South_Dakota,All 2-year Institutions,3,"4,360","5,935","4,281","5,887","4,394","6,023","4,334","5,895","4,327","5,729","4,264","5,577","4,932","6,509","5,068","6,829","6,078","6,678","6,172","6,641","6,259","6,706","6,071","6,460","5,990","6,292","6,394","6,536","6,536","6,733","6,670","6,837","7,103","7,103","7,103","7,103",
South_Dakota,All Public Institutions,4,"34,874","38,179","34,247","37,598","35,155","37,548","35,459","38,028","36,461","38,917","37,229","39,743","38,629","41,674","41,369","44,569","41,780","43,729","42,427","44,185","42,527","44,272","42,540","44,132","42,756","44,254","42,862","44,305","44,433","44,630","43,704","43,871","43,468","43,468","43,468","43,468",
South_Dakota,"All Private, not-for-profit Institutions",5,"5,282","7,535","5,230","7,879","5,370","7,891","5,456","7,788","5,435","7,702","5,253","7,445","5,340","7,416","5,356","9,044","6,095","7,407","6,103","7,273","6,068","7,153","6,079","7,139","6,269","7,221","6,450","7,225","6,250","7,060","6,516","7,405","6,301","6,720","6,301","6,720",
South_Dakota,"All Private, for-profit Institutions",6,0,"3,253",0,"3,231",0,"3,329",0,"3,115",0,"3,128",0,"3,256",0,"3,916",0,"4,387",0,"4,501",0,"4,394",0,"3,257",0,"2,450",0,"2,036",0,"2,155",0,"1,930",0,"2,089","1,866","1,866","1,866","1,866",
South_Dakota,"Public, 4-year",7,"30,514","32,688","29,966","32,216","30,761","32,063","31,125","32,610","32,134","33,590","32,965","34,496","33,697","35,501","36,301","38,131","35,702","37,387","36,255","37,838","36,268","37,819","36,469","37,896","36,766","38,132","36,468","37,769","37,897","37,897","37,034","37,034","36,365","36,365","36,365","36,365",
South_Dakota,"Private, not-for-profit, 4-year",8,"5,282","7,091","5,230","7,374","5,370","7,353","5,456","7,311","5,435","7,300","5,253","7,115","5,340","7,080","5,356","8,653","6,095","7,071","6,103","6,979","6,068","6,900","6,079","6,915","6,269","7,051","6,450","7,225","6,250","7,060","6,516","7,405","6,301","6,720","6,301","6,720",
South_Dakota,"Private, for-profit, 4-year",9,0,"3,253",0,"3,231",0,"3,329",0,"3,115",0,"3,128",0,"3,256",0,"3,916",0,"4,387",0,"4,501",0,"4,394",0,"3,257",0,"2,450",0,"2,036",0,"2,155",0,"1,930",0,"2,089","1,866","1,866","1,866","1,866",
South_Dakota,"Public, 2-year",10,"4,360","5,491","4,281","5,382","4,394","5,485","4,334","5,418","4,327","5,327","4,264","5,247","4,932","6,173","5,068","6,438","6,078","6,342","6,172","6,347","6,259","6,453","6,071","6,236","5,990","6,122","6,394","6,536","6,536","6,733","6,670","6,837","7,103","7,103","7,103","7,103",
South_Dakota,"Private, not-for-profit, 2-year",11,0,444,0,505,0,538,0,477,0,402,0,330,0,336,0,391,0,336,0,294,0,253,0,224,0,170,0,0,0,0,0,0,0,0,0,0,
South_Dakota,"Private, for-profit, 2-year",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tennessee,Overall,1,"243,763","265,190","249,033","273,874","251,855","278,474","257,398","286,125","262,968","293,258","271,868","301,922","293,169","325,946","305,202","341,119","309,250","340,881","302,813","334,732","307,209","329,732","303,851","319,346","303,231","317,669","302,902","318,286","304,525","319,686","308,974","319,128","308,346","319,084","308,346","319,084",
Tennessee,All 4-year Institutions,2,"168,273","182,300","173,080","187,955","176,568","192,518","180,288","197,994","185,518","204,892","190,283","208,872","198,676","218,445","205,598","229,514","211,587","231,516","209,679","230,653","216,628","229,290","216,970","224,385","216,043","222,835","217,512","224,890","217,949","225,594","220,656","224,968","220,509","225,253","220,509","225,253",
Tennessee,All 2-year Institutions,3,"75,490","82,890","75,953","85,919","75,287","85,956","77,110","88,131","77,450","88,366","81,585","93,050","94,493","107,501","99,604","111,605","97,663","109,365","93,134","104,079","90,581","100,442","86,881","94,961","87,188","94,834","85,390","93,396","86,576","94,092","88,318","94,160","87,837","93,831","87,837","93,831",
Tennessee,All Public Institutions,4,"196,088","196,088","199,904","199,904","200,394","200,394","205,056","205,056","208,524","208,524","214,140","214,140","231,741","231,741","242,486","242,486","241,917","241,917","235,010","235,010","229,302","229,302","224,033","224,033","223,411","223,411","221,288","221,288","223,179","223,179","225,281","225,281","226,346","226,346","226,346","226,346",
Tennessee,"All Private, not-for-profit Institutions",5,"47,555","61,077","48,675","62,459","51,003","64,982","51,783","67,197","53,628","69,572","56,306","71,398","59,161","74,704","61,057","77,764","65,822","80,924","66,971","82,816","77,049","83,909","79,173","83,634","79,313","83,190","81,155","84,610","81,139","84,646","80,754","84,178","79,157","82,562","79,157","82,562",
Tennessee,"All Private, for-profit Institutions",6,120,"8,025",454,"11,511",458,"13,098",559,"13,872",816,"15,162","1,422","16,384","2,267","19,501","1,659","20,869","1,511","18,040",832,"16,906",858,"16,521",645,"11,679",507,"11,068",459,"12,388",207,"11,861","2,939","9,669","2,843","10,176","2,843","10,176",
Tennessee,"Public, 4-year",7,"120,718","120,718","124,405","124,405","125,565","125,565","128,505","128,505","131,890","131,890","133,977","133,977","139,515","139,515","144,541","144,541","145,765","145,765","142,708","142,708","139,579","139,579","137,797","137,797","136,730","136,730","136,357","136,357","136,810","136,810","137,180","137,180","138,509","138,509","138,509","138,509",
Tennessee,"Private, not-for-profit, 4-year",8,"47,555","60,406","48,675","61,875","51,003","64,417","51,783","66,534","53,628","68,845","56,306","71,120","59,161","74,400","61,057","77,479","65,822","79,283","66,971","81,307","77,049","83,270","79,173","82,876","79,313","82,454","81,155","83,928","81,139","83,964","80,754","83,469","79,157","81,783","79,157","81,783",
Tennessee,"Private, for-profit, 4-year",9,0,"1,176",0,"1,675",0,"2,536",0,"2,955",0,"4,157",0,"3,775",0,"4,530",0,"7,494",0,"6,468",0,"6,638",0,"6,441",0,"3,712",0,"3,651",0,"4,605",0,"4,820","2,722","4,319","2,843","4,961","2,843","4,961",
Tennessee,"Public, 2-year",10,"75,370","75,370","75,499","75,499","74,829","74,829","76,551","76,551","76,634","76,634","80,163","80,163","92,226","92,226","97,945","97,945","96,152","96,152","92,302","92,302","89,723","89,723","86,236","86,236","86,681","86,681","84,931","84,931","86,369","86,369","88,101","88,101","87,837","87,837","87,837","87,837",
Tennessee,"Private, not-for-profit, 2-year",11,0,671,0,584,0,565,0,663,0,727,0,278,0,304,0,285,0,"1,641",0,"1,509",0,639,0,758,0,736,0,682,0,682,0,709,0,779,0,779,
Tennessee,"Private, for-profit, 2-year",12,120,"6,849",454,"9,836",458,"10,562",559,"10,917",816,"11,005","1,422","12,609","2,267","14,971","1,659","13,375","1,511","11,572",832,"10,268",858,"10,080",645,"7,967",507,"7,417",459,"7,783",207,"7,041",217,"5,350",0,"5,215",0,"5,215",
Texas,Overall,1,"899,139","1,175,086","964,987","1,213,074","985,256","1,224,249","1,003,081","1,236,487","1,022,595","1,254,273","1,118,886","1,311,763","1,247,513","1,430,152","1,402,143","1,516,856","1,444,091","1,545,860","1,441,492","1,523,613","1,465,345","1,524,350","1,484,129","1,537,963","1,501,493","1,554,112","1,543,946","1,591,865","1,574,775","1,620,873","1,593,066","1,635,264","1,603,692","1,648,340","1,604,265","1,648,340",
Texas,All 4-year Institutions,2,"520,517","620,995","540,265","630,377","557,674","665,176","563,713","662,906","571,408","672,528","629,082","689,739","690,818","720,687","725,879","764,581","747,788","783,947","758,585","794,290","781,509","801,052","803,784","821,458","826,996","847,145","857,815","877,103","871,891","888,719","919,666","935,700","976,430","991,438","977,003","991,438",
Texas,All 2-year Institutions,3,"378,622","554,091","424,722","582,697","427,582","559,073","439,368","573,581","451,187","581,745","489,804","622,024","556,695","709,465","676,264","752,275","696,303","761,913","682,907","729,323","683,836","723,298","680,345","716,505","674,497","706,967","686,131","714,762","702,884","732,154","673,400","699,564","627,262","656,902","627,262","656,902",
