State,Sector,sector_sort,year,total_enrollment
West,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"602,372"
West,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"475,824"
West,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"2,125,818"
West,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,"8,744"
West,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"66,510"
Alabama,Overall,1,Fall_2015_IPEDS_Universe,"309,540"
Alabama,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"219,124"
Alabama,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"90,416"
Alabama,All Public Institutions,4,Fall_2015_IPEDS_Universe,"247,451"
Alabama,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"25,967"
Alabama,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"36,122"
Alabama,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"165,986"
Alabama,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"25,531"
Alabama,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"27,607"
Alabama,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"81,465"
Alabama,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,436
Alabama,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"8,515"
Alaska,Overall,1,Fall_2015_IPEDS_Universe,"31,331"
Alaska,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"30,694"
Alaska,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,637
Alaska,All Public Institutions,4,Fall_2015_IPEDS_Universe,"28,393"
Alaska,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,615
Alaska,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"2,323"
Alaska,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"28,200"
Alaska,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,549
Alaska,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"1,945"
Alaska,"Public, 2-year",10,Fall_2015_IPEDS_Universe,193
Alaska,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,66
Alaska,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,378
Arizona,Overall,1,Fall_2015_IPEDS_Universe,"683,433"
Arizona,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"476,319"
Arizona,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"207,114"
Arizona,All Public Institutions,4,Fall_2015_IPEDS_Universe,"360,976"
Arizona,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"3,262"
Arizona,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"319,195"
Arizona,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"164,921"
Arizona,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"3,262"
Arizona,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"308,136"
Arizona,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"196,055"
Arizona,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,0
Arizona,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"11,059"
Arkansas,Overall,1,Fall_2015_IPEDS_Universe,"167,739"
Arkansas,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"116,064"
Arkansas,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"51,675"
Arkansas,All Public Institutions,4,Fall_2015_IPEDS_Universe,"150,165"
Arkansas,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"17,554"
Arkansas,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,20
Arkansas,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"99,527"
Arkansas,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"16,537"
Arkansas,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,0
Arkansas,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"50,638"
Arkansas,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,"1,017"
Arkansas,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,20
California,Overall,1,Fall_2015_IPEDS_Universe,"2,660,233"
California,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"1,143,384"
California,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"1,516,849"
California,All Public Institutions,4,Fall_2015_IPEDS_Universe,"2,203,094"
California,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"305,799"
California,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"151,340"
California,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"725,755"
California,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"304,014"
California,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"113,615"
California,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"1,477,339"
California,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,"1,785"
California,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"37,725"
Colorado,Overall,1,Fall_2015_IPEDS_Universe,"348,965"
Colorado,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"255,801"
Colorado,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"93,164"
Colorado,All Public Institutions,4,Fall_2015_IPEDS_Universe,"269,939"
Colorado,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"34,500"
Colorado,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"44,526"
Colorado,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"184,874"
Colorado,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"33,439"
Colorado,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"37,488"
Colorado,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"85,065"
Colorado,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,"1,061"
Colorado,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"7,038"
Connecticut,Overall,1,Fall_2015_IPEDS_Universe,"200,425"
Connecticut,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"147,664"
Connecticut,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"52,761"
Connecticut,All Public Institutions,4,Fall_2015_IPEDS_Universe,"120,664"
Connecticut,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"71,585"
Connecticut,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"8,176"
Connecticut,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"67,903"
Connecticut,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"71,585"
Connecticut,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"8,176"
Connecticut,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"52,761"
Connecticut,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,0
Connecticut,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,0
Delaware,Overall,1,Fall_2015_IPEDS_Universe,"59,413"
Delaware,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"45,789"
Delaware,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"13,624"
Delaware,All Public Institutions,4,Fall_2015_IPEDS_Universe,"40,611"
Delaware,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"18,802"
Delaware,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,0
Delaware,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"27,140"
Delaware,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"18,649"
Delaware,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,0
Delaware,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"13,471"
Delaware,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,153
Delaware,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,0
District_of_Columbia,Overall,1,Fall_2015_IPEDS_Universe,"127,212"
District_of_Columbia,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"126,343"
District_of_Columbia,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,869
District_of_Columbia,All Public Institutions,4,Fall_2015_IPEDS_Universe,"5,118"
District_of_Columbia,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"78,910"
District_of_Columbia,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"43,184"
District_of_Columbia,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"5,118"
District_of_Columbia,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"78,881"
District_of_Columbia,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"42,344"
District_of_Columbia,"Public, 2-year",10,Fall_2015_IPEDS_Universe,0
District_of_Columbia,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,29
District_of_Columbia,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,840
Florida,Overall,1,Fall_2015_IPEDS_Universe,"1,060,524"
Florida,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"985,846"
Florida,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"74,678"
Florida,All Public Institutions,4,Fall_2015_IPEDS_Universe,"794,390"
Florida,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"206,006"
Florida,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"60,128"
Florida,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"753,050"
Florida,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"190,721"
Florida,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"42,075"
Florida,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"41,340"
Florida,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,"15,285"
Florida,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"18,053"
Georgia,Overall,1,Fall_2015_IPEDS_Universe,"514,148"
Georgia,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"386,431"
Georgia,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"127,717"
Georgia,All Public Institutions,4,Fall_2015_IPEDS_Universe,"418,453"
Georgia,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"74,106"
Georgia,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"21,589"
Georgia,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"297,070"
Georgia,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"72,665"
Georgia,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"16,696"
Georgia,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"121,383"
Georgia,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,"1,441"
Georgia,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"4,893"
Hawaii,Overall,1,Fall_2015_IPEDS_Universe,"67,915"
Hawaii,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"40,628"
Hawaii,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"27,287"
Hawaii,All Public Institutions,4,Fall_2015_IPEDS_Universe,"55,756"
Hawaii,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"10,586"
Hawaii,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"1,573"
Hawaii,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"28,979"
Hawaii,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"10,586"
Hawaii,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"1,063"
Hawaii,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"26,777"
Hawaii,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,0
Hawaii,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,510
Idaho,Overall,1,Fall_2015_IPEDS_Universe,"120,824"
Idaho,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"97,664"
Idaho,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"23,160"
Idaho,All Public Institutions,4,Fall_2015_IPEDS_Universe,"72,339"
Idaho,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"47,225"
Idaho,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"1,260"
Idaho,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"50,169"
Idaho,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"47,225"
Idaho,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,270
Idaho,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"22,170"
Idaho,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,0
Idaho,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,990
Illinois,Overall,1,Fall_2015_IPEDS_Universe,"831,817"
Illinois,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"509,519"
Illinois,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"322,298"
Illinois,All Public Institutions,4,Fall_2015_IPEDS_Universe,"509,104"
Illinois,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"223,622"
Illinois,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"99,091"
Illinois,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"192,949"
Illinois,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"223,233"
Illinois,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"93,337"
Illinois,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"316,155"
Illinois,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,389
Illinois,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"5,754"
Indiana,Overall,1,Fall_2015_IPEDS_Universe,"467,990"
Indiana,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"378,518"
Indiana,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"89,472"
Indiana,All Public Institutions,4,Fall_2015_IPEDS_Universe,"321,500"
Indiana,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"91,009"
Indiana,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"55,481"
Indiana,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"239,832"
Indiana,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"90,505"
Indiana,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"48,181"
Indiana,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"81,668"
Indiana,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,504
Indiana,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"7,300"
Iowa,Overall,1,Fall_2015_IPEDS_Universe,"278,455"
Iowa,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"185,556"
Iowa,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"92,899"
Iowa,All Public Institutions,4,Fall_2015_IPEDS_Universe,"171,005"
Iowa,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"54,079"
Iowa,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"53,371"
Iowa,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"78,539"
Iowa,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"54,079"
Iowa,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"52,938"
Iowa,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"92,466"
Iowa,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,0
Iowa,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,433
Kansas,Overall,1,Fall_2015_IPEDS_Universe,"208,898"
Kansas,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"128,304"
Kansas,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"80,594"
Kansas,All Public Institutions,4,Fall_2015_IPEDS_Universe,"179,760"
Kansas,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"26,102"
Kansas,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"3,036"
Kansas,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"100,607"
Kansas,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"26,102"
Kansas,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"1,595"
Kansas,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"79,153"
Kansas,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,0
Kansas,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"1,441"
Kentucky,Overall,1,Fall_2015_IPEDS_Universe,"257,731"
Kentucky,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"174,006"
Kentucky,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"83,725"
Kentucky,All Public Institutions,4,Fall_2015_IPEDS_Universe,"205,908"
Kentucky,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"39,483"
Kentucky,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"12,340"
Kentucky,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"126,083"
Kentucky,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"39,483"
Kentucky,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"8,440"
Kentucky,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"79,825"
Kentucky,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,0
Kentucky,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"3,900"
Louisiana,Overall,1,Fall_2015_IPEDS_Universe,"241,848"
Louisiana,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"168,104"
Louisiana,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"73,744"
Louisiana,All Public Institutions,4,Fall_2015_IPEDS_Universe,"211,334"
Louisiana,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"26,329"
Louisiana,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"4,185"
Louisiana,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"142,267"
Louisiana,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"25,837"
Louisiana,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,0
Louisiana,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"69,067"
Louisiana,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,492
Louisiana,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"4,185"
Maine,Overall,1,Fall_2015_IPEDS_Universe,"70,159"
Maine,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"52,173"
Maine,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"17,986"
Maine,All Public Institutions,4,Fall_2015_IPEDS_Universe,"47,404"
Maine,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"22,424"
Maine,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,331
Maine,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"30,022"
Maine,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"22,151"
Maine,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,0
Maine,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"17,382"
Maine,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,273
Maine,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,331
Maryland,Overall,1,Fall_2015_IPEDS_Universe,"363,652"
Maryland,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"231,548"
Maryland,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"132,104"
Maryland,All Public Institutions,4,Fall_2015_IPEDS_Universe,"308,079"
Maryland,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"53,064"
Maryland,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"2,509"
Maryland,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"178,484"
Maryland,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"53,064"
Maryland,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,0
Maryland,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"129,595"
Maryland,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,0
Maryland,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"2,509"
Massachusetts,Overall,1,Fall_2015_IPEDS_Universe,"509,258"
Massachusetts,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"411,007"
Massachusetts,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"98,251"
Massachusetts,All Public Institutions,4,Fall_2015_IPEDS_Universe,"222,243"
Massachusetts,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"283,949"
Massachusetts,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"3,066"
Massachusetts,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"125,748"
Massachusetts,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"282,770"
Massachusetts,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"2,489"
Massachusetts,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"96,495"
Massachusetts,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,"1,179"
Massachusetts,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,577
Michigan,Overall,1,Fall_2015_IPEDS_Universe,"596,955"
Michigan,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"418,056"
Michigan,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"178,899"
Michigan,All Public Institutions,4,Fall_2015_IPEDS_Universe,"502,281"
Michigan,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"92,335"
Michigan,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"2,339"
Michigan,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"324,310"
Michigan,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"92,335"
Michigan,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"1,411"
Michigan,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"177,971"
Michigan,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,0
Michigan,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,928
Minnesota,Overall,1,Fall_2015_IPEDS_Universe,"438,215"
Minnesota,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"314,939"
Minnesota,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"123,276"
Minnesota,All Public Institutions,4,Fall_2015_IPEDS_Universe,"256,187"
Minnesota,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"70,842"
Minnesota,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"111,186"
Minnesota,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"133,175"
Minnesota,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"70,774"
Minnesota,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"110,990"
Minnesota,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"123,012"
Minnesota,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,68
Minnesota,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,196
Mississippi,Overall,1,Fall_2015_IPEDS_Universe,"171,068"
Mississippi,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"97,252"
Mississippi,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"73,816"
Mississippi,All Public Institutions,4,Fall_2015_IPEDS_Universe,"153,300"
Mississippi,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"16,860"
Mississippi,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,908
Mississippi,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"80,392"
Mississippi,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"16,860"
Mississippi,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,0
Mississippi,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"72,908"
Mississippi,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,0
Mississippi,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,908
Missouri,Overall,1,Fall_2015_IPEDS_Universe,"407,247"
Missouri,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"306,135"
Missouri,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"101,112"
Missouri,All Public Institutions,4,Fall_2015_IPEDS_Universe,"248,516"
Missouri,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"147,328"
Missouri,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"11,403"
Missouri,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"154,819"
Missouri,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"146,435"
Missouri,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"4,881"
Missouri,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"93,697"
Missouri,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,893
Missouri,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"6,522"
Montana,Overall,1,Fall_2015_IPEDS_Universe,"50,798"
Montana,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"41,894"
Montana,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"8,904"
Montana,All Public Institutions,4,Fall_2015_IPEDS_Universe,"45,934"
Montana,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"4,864"
Montana,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,0
Montana,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"37,472"
Montana,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"4,422"
Montana,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,0
Montana,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"8,462"
Montana,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,442
Montana,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,0
Nebraska,Overall,1,Fall_2015_IPEDS_Universe,"134,495"
Nebraska,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"94,516"
Nebraska,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"39,979"
Nebraska,All Public Institutions,4,Fall_2015_IPEDS_Universe,"100,030"
Nebraska,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"34,229"
Nebraska,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,236
Nebraska,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"60,253"
Nebraska,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"34,078"
Nebraska,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,185
