State or Region,Institution Sector,sector_sort,Fall_2010_Active,Fall_2010_IPEDS_Universe,Fall_2011_Active,Fall_2011_IPEDS_Universe,Fall_2012_Active,Fall_2012_IPEDS_Universe,Fall_2013_Active,Fall_2013_IPEDS_Universe,Fall_2014_Active,Fall_2014_IPEDS_Universe,Fall_2015_Active,Fall_2015_IPEDS_Universe,Fall_2016_Active,Fall_2016_IPEDS_Universe,Fall_2017_Active,Fall_2017_IPEDS_Universe,Fall_2018_Active,Fall_2018_IPEDS_Universe,Fall_2019_Active,Fall_2019_IPEDS_Universe,Fall_2020_Active,Fall_2020_IPEDS_Universe
Nebraska,All 4-year Institutions,2,"90,499","92,981","91,032","92,982","90,795","92,760","92,003","92,936","92,847","93,660","93,791","94,516","94,519","94,722","94,088","94,565","93,760","93,894","95,055","95,120","95,055","95,120"
Nebraska,All 2-year Institutions,3,"49,435","50,893","47,875","48,900","45,230","46,002","42,305","43,051","39,868","40,311","39,777","39,979","39,953","40,155","40,157","40,382","40,229","40,290","40,219","40,278","40,219","40,278"
Nebraska,All Public Institutions,4,"107,803","107,980","106,631","106,794","104,016","104,166","101,694","101,893","99,701","99,821","100,030","100,030","101,032","101,032","100,897","101,038","99,974","99,974","99,502","99,502","99,502","99,502"
Nebraska,"All Private, not-for-profit Institutions",5,"32,131","32,940","32,276","33,108","32,009","32,781","32,614","33,400","33,014","33,707","33,538","34,229","33,440","33,627","33,348","33,691","34,015","34,057","35,772","35,813","35,772","35,813"
Nebraska,"All Private, for-profit Institutions",6,0,"2,954",0,"1,980",0,"1,815",0,694,0,443,0,236,0,218,0,218,0,153,0,83,0,83
Nebraska,"Public, 4-year",7,"58,368","58,368","58,756","58,756","58,786","58,786","59,389","59,389","59,833","59,833","60,253","60,253","61,079","61,079","60,740","60,740","59,745","59,745","59,283","59,283","59,283","59,283"
Nebraska,"Private, not-for-profit, 4-year",8,"32,131","32,750","32,276","32,917","32,009","32,620","32,614","33,234","33,014","33,558","33,538","34,078","33,440","33,477","33,348","33,676","34,015","34,042","35,772","35,797","35,772","35,797"
Nebraska,"Private, for-profit, 4-year",9,0,"1,863",0,"1,309",0,"1,354",0,313,0,269,0,185,0,166,0,149,0,107,0,40,0,40
Nebraska,"Public, 2-year",10,"49,435","49,612","47,875","48,038","45,230","45,380","42,305","42,504","39,868","39,988","39,777","39,777","39,953","39,953","40,157","40,298","40,229","40,229","40,219","40,219","40,219","40,219"
Nebraska,"Private, not-for-profit, 2-year",11,0,190,0,191,0,161,0,166,0,149,0,151,0,150,0,15,0,15,0,16,0,16
Nebraska,"Private, for-profit, 2-year",12,0,"1,091",0,671,0,461,0,381,0,174,0,51,0,52,0,69,0,46,0,43,0,43
Nevada,Overall,1,"114,137","122,732","107,104","114,521","105,540","111,438","104,408","110,034","107,867","112,925","107,326","110,761","109,026","112,665","111,561","114,668","111,271","114,931","112,956","116,745","112,956","116,745"
Nevada,All 4-year Institutions,2,"101,550","104,847","94,942","98,536","93,003","96,287","92,289","95,140","95,961","98,317","95,824","96,670","97,866","99,029","99,689","100,568","111,271","112,407","112,956","113,594","112,956","113,594"
Nevada,All 2-year Institutions,3,"12,587","17,885","12,162","15,985","12,537","15,151","12,119","14,894","11,906","14,608","11,502","14,091","11,160","13,636","11,872","14,100",0,"2,524",0,"3,151",0,"3,151"
Nevada,All Public Institutions,4,"113,103","113,103","105,048","105,048","103,619","103,619","102,538","102,538","106,028","106,028","104,418","104,418","106,196","106,196","107,864","107,864","108,658","108,658","110,560","110,560","110,560","110,560"
Nevada,"All Private, not-for-profit Institutions",5,"1,034","1,951","1,025","2,176",987,"2,189",955,"2,298","1,039","2,443","2,908","2,908","2,830","2,860","3,027","3,062","2,613","2,754","2,396","2,437","2,396","2,437"
Nevada,"All Private, for-profit Institutions",6,0,"7,678","1,031","7,297",934,"5,630",915,"5,198",800,"4,454",0,"3,435",0,"3,609",670,"3,742",0,"3,519",0,"3,748",0,"3,748"
Nevada,"Public, 4-year",7,"100,516","100,516","93,917","93,917","92,016","92,016","91,334","91,334","94,922","94,922","93,333","93,333","95,323","95,323","97,144","97,144","108,658","108,658","110,560","110,560","110,560","110,560"
Nevada,"Private, not-for-profit, 4-year",8,"1,034","1,951","1,025","2,176",987,"2,189",955,"2,298","1,039","2,443","2,491","2,491","2,543","2,573","2,545","2,580","2,613","2,657","2,396","2,437","2,396","2,437"
Nevada,"Private, for-profit, 4-year",9,0,"2,380",0,"2,443",0,"2,082",0,"1,508",0,952,0,846,0,"1,133",0,844,0,"1,092",0,597,0,597
Nevada,"Public, 2-year",10,"12,587","12,587","11,131","11,131","11,603","11,603","11,204","11,204","11,106","11,106","11,085","11,085","10,873","10,873","10,720","10,720",0,0,0,0,0,0
Nevada,"Private, not-for-profit, 2-year",11,0,0,0,0,0,0,0,0,0,0,417,417,287,287,482,482,0,97,0,0,0,0
Nevada,"Private, for-profit, 2-year",12,0,"5,298","1,031","4,854",934,"3,548",915,"3,690",800,"3,502",0,"2,589",0,"2,476",670,"2,898",0,"2,427",0,"3,151",0,"3,151"
New_Hampshire,Overall,1,"68,103","74,688","70,927","76,619","76,973","81,956","87,548","91,715","103,230","106,279","121,045","123,235","131,605","132,377","147,750","148,385","159,276","159,898","168,202","168,480","168,202","168,480"
New_Hampshire,All 4-year Institutions,2,"53,194","59,402","56,592","61,993","62,326","67,025","72,893","76,842","88,191","91,096","106,274","108,341","118,161","118,752","135,297","135,809","147,491","148,001","157,014","157,185","157,014","157,185"
New_Hampshire,All 2-year Institutions,3,"14,909","15,286","14,335","14,626","14,647","14,931","14,655","14,873","15,039","15,183","14,771","14,894","13,444","13,625","12,453","12,576","11,785","11,897","11,188","11,295","11,188","11,295"
New_Hampshire,All Public Institutions,4,"44,072","44,072","43,333","43,333","43,289","43,289","42,711","42,711","43,298","43,298","42,866","42,866","41,170","41,170","39,761","39,761","38,735","38,735","37,221","37,221","37,221","37,221"
New_Hampshire,"All Private, not-for-profit Institutions",5,"24,031","25,720","27,594","29,076","33,684","34,959","44,837","45,956","59,932","60,738","78,179","78,877","90,435","91,207","107,989","108,624","120,541","121,163","130,981","131,259","130,981","131,259"
New_Hampshire,"All Private, for-profit Institutions",6,0,"4,896",0,"4,210",0,"3,708",0,"3,048",0,"2,243",0,"1,492",0,0,0,0,0,0,0,0,0,0
New_Hampshire,"Public, 4-year",7,"29,163","29,163","28,998","28,998","28,642","28,642","28,056","28,056","28,259","28,259","28,095","28,095","27,726","27,726","27,308","27,308","26,950","26,950","26,033","26,033","26,033","26,033"
New_Hampshire,"Private, not-for-profit, 4-year",8,"24,031","25,343","27,594","28,785","33,684","34,675","44,837","45,738","59,932","60,594","78,179","78,754","90,435","91,026","107,989","108,501","120,541","121,051","130,981","131,152","130,981","131,152"
New_Hampshire,"Private, for-profit, 4-year",9,0,"4,896",0,"4,210",0,"3,708",0,"3,048",0,"2,243",0,"1,492",0,0,0,0,0,0,0,0,0,0
New_Hampshire,"Public, 2-year",10,"14,909","14,909","14,335","14,335","14,647","14,647","14,655","14,655","15,039","15,039","14,771","14,771","13,444","13,444","12,453","12,453","11,785","11,785","11,188","11,188","11,188","11,188"
New_Hampshire,"Private, not-for-profit, 2-year",11,0,377,0,291,0,284,0,218,0,144,0,123,0,181,0,123,0,112,0,107,0,107
New_Hampshire,"Private, for-profit, 2-year",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New_Jersey,Overall,1,"411,769","440,283","430,116","440,278","425,890","436,801","421,763","433,659","420,628","433,050","409,187","420,935","406,521","418,979","403,543","416,932","394,861","412,345","392,587","411,143","392,587","411,143"
New_Jersey,All 4-year Institutions,2,"231,363","257,601","253,364","261,256","253,102","261,256","254,183","262,396","257,791","266,479","253,355","262,513","256,053","265,472","256,681","266,217","258,297","268,613","258,010","268,939","258,010","268,939"
New_Jersey,All 2-year Institutions,3,"180,406","182,682","176,752","179,022","172,788","175,545","167,580","171,263","162,837","166,571","155,832","158,422","150,468","153,507","146,862","150,715","136,564","143,732","134,577","142,204","134,577","142,204"
New_Jersey,All Public Institutions,4,"339,520","358,256","359,458","359,458","356,456","356,456","352,822","352,822","351,316","351,316","339,743","339,743","337,090","337,090","334,597","334,597","326,103","329,037","324,218","327,207","324,218","327,207"
New_Jersey,"All Private, not-for-profit Institutions",5,"68,477","75,979","67,295","74,861","66,556","74,391","65,270","73,483","65,653","73,908","65,602","73,635","65,692","73,822","65,469","73,693","65,290","74,413","65,511","75,139","65,511","75,139"
New_Jersey,"All Private, for-profit Institutions",6,"3,772","6,048","3,363","5,959","2,878","5,954","3,671","7,354","3,659","7,826","3,842","7,557","3,739","8,067","3,477","8,642","3,468","8,895","2,858","8,797","2,858","8,797"
New_Jersey,"Public, 4-year",7,"159,114","177,850","182,706","182,706","183,668","183,668","185,242","185,242","188,479","188,479","183,911","183,911","186,622","186,622","187,735","187,735","189,539","189,539","189,641","189,641","189,641","189,641"
New_Jersey,"Private, not-for-profit, 4-year",8,"68,477","75,979","67,295","74,861","66,556","74,391","65,270","73,483","65,653","73,908","65,602","73,635","65,692","73,822","65,469","73,693","65,290","74,254","65,511","74,939","65,511","74,939"
New_Jersey,"Private, for-profit, 4-year",9,"3,772","3,772","3,363","3,689","2,878","3,197","3,671","3,671","3,659","4,092","3,842","4,967","3,739","5,028","3,477","4,789","3,468","4,820","2,858","4,359","2,858","4,359"
New_Jersey,"Public, 2-year",10,"180,406","180,406","176,752","176,752","172,788","172,788","167,580","167,580","162,837","162,837","155,832","155,832","150,468","150,468","146,862","146,862","136,564","139,498","134,577","137,566","134,577","137,566"
New_Jersey,"Private, not-for-profit, 2-year",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,200,0,200
New_Jersey,"Private, for-profit, 2-year",12,0,"2,276",0,"2,270",0,"2,757",0,"3,683",0,"3,734",0,"2,590",0,"3,039",0,"3,853",0,"4,075",0,"4,438",0,"4,438"
New_Mexico,Overall,1,"142,670","156,958","141,299","152,719","141,840","152,067","139,683","149,870","134,232","143,785","127,542","136,408","125,211","133,671","120,550","128,668","115,959","122,855","115,599","121,360","115,599","121,360"
New_Mexico,All 4-year Institutions,2,"60,415","66,684","62,984","69,060","63,132","69,900","62,303","69,206","60,868","67,296","59,137","64,696","58,432","63,591","55,881","60,716","53,735","57,834","53,501","56,634","53,501","56,634"
New_Mexico,All 2-year Institutions,3,"82,255","90,274","78,315","83,659","78,708","82,167","77,380","80,664","73,364","76,489","68,405","71,712","66,779","70,080","64,669","67,952","62,224","65,021","62,098","64,726","62,098","64,726"
New_Mexico,All Public Institutions,4,"141,874","150,856","139,737","146,515","140,107","146,792","137,515","144,381","131,876","138,311","125,174","131,287","122,920","129,038","119,138","125,280","114,637","120,293","114,361","118,116","114,361","118,116"
New_Mexico,"All Private, not-for-profit Institutions",5,494,"1,120","1,077","1,217","1,189","1,334","1,342","1,503","1,406","1,568","1,449","1,617","1,488","1,658","1,412","1,590","1,322","1,498","1,238","1,412","1,238","1,412"
New_Mexico,"All Private, for-profit Institutions",6,302,"4,982",485,"4,987",544,"3,941",826,"3,986",950,"3,906",919,"3,504",803,"2,975",0,"1,798",0,"1,064",0,"1,832",0,"1,832"
New_Mexico,"Public, 4-year",7,"59,619","63,898","61,422","64,828","61,399","65,673","60,135","64,647","58,512","62,714","56,769","60,605","56,141","59,951","54,469","58,250","52,413","55,908","52,263","54,098","52,263","54,098"
New_Mexico,"Private, not-for-profit, 4-year",8,494,"1,120","1,077","1,217","1,189","1,334","1,342","1,503","1,406","1,568","1,449","1,617","1,488","1,658","1,412","1,590","1,322","1,498","1,238","1,412","1,238","1,412"
New_Mexico,"Private, for-profit, 4-year",9,302,"1,666",485,"3,015",544,"2,893",826,"3,056",950,"3,014",919,"2,474",803,"1,982",0,876,0,428,0,"1,124",0,"1,124"
New_Mexico,"Public, 2-year",10,"82,255","86,958","78,315","81,687","78,708","81,119","77,380","79,734","73,364","75,597","68,405","70,682","66,779","69,087","64,669","67,030","62,224","64,385","62,098","64,018","62,098","64,018"
New_Mexico,"Private, not-for-profit, 2-year",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New_Mexico,"Private, for-profit, 2-year",12,0,"3,316",0,"1,972",0,"1,048",0,930,0,892,0,"1,030",0,993,0,922,0,636,0,708,0,708
New_York,Overall,1,"1,234,807","1,314,419","1,263,840","1,328,815","1,258,645","1,320,361","1,260,193","1,313,850","1,261,909","1,307,376","1,249,610","1,292,924","1,246,309","1,281,381","1,233,613","1,268,105","1,220,044","1,258,475","1,206,266","1,244,402","1,206,527","1,244,402"
New_York,All 4-year Institutions,2,"902,543","958,620","925,301","967,185","927,527","967,803","930,975","964,350","930,336","964,119","929,359","963,323","934,505","961,921","929,237","958,157","926,532","959,448","927,740","959,130","928,001","959,130"
New_York,All 2-year Institutions,3,"332,264","355,799","338,539","361,630","331,118","352,558","329,218","349,500","331,573","343,257","320,251","329,601","311,804","319,460","304,376","309,948","293,512","299,027","278,526","285,272","278,526","285,272"
New_York,All Public Institutions,4,"708,084","729,186","731,914","737,572","722,274","727,878","720,934","726,510","721,847","727,222","709,143","714,421","700,892","706,208","697,458","702,924","690,097","695,701","678,392","683,874","678,392","683,874"
New_York,"All Private, not-for-profit Institutions",5,"491,986","526,722","497,800","532,197","502,703","536,017","504,016","533,162","500,204","528,891","502,304","530,927","508,839","531,236","501,101","524,423","495,106","522,661","492,550","519,304","492,811","519,304"
New_York,"All Private, for-profit Institutions",6,"34,737","58,511","34,126","59,046","33,668","56,466","35,243","54,178","39,858","51,263","38,163","47,576","36,578","43,937","35,054","40,758","34,841","40,113","35,324","41,224","35,324","41,224"
New_York,"Public, 4-year",7,"379,376","400,478","396,760","402,418","393,208","398,812","393,331","398,907","397,844","403,219","396,730","402,008","397,019","402,335","400,971","406,437","403,935","409,539","402,271","407,753","402,271","407,753"
New_York,"Private, not-for-profit, 4-year",8,"491,597","521,946","497,405","527,464","502,292","531,842","503,608","529,201","499,780","526,094","501,811","528,418","508,122","528,642","500,356","521,732","494,419","519,956","491,874","515,998","492,135","515,998"
New_York,"Private, for-profit, 4-year",9,"31,570","36,196","31,136","37,303","32,027","37,149","34,036","36,242","32,712","34,806","30,818","32,897","29,364","30,944","27,910","29,988","28,178","29,953","33,595","35,379","33,595","35,379"
New_York,"Public, 2-year",10,"328,708","328,708","335,154","335,154","329,066","329,066","327,603","327,603","324,003","324,003","312,413","312,413","303,873","303,873","296,487","296,487","286,162","286,162","276,121","276,121","276,121","276,121"
New_York,"Private, not-for-profit, 2-year",11,389,"4,776",395,"4,733",411,"4,175",408,"3,961",424,"2,797",493,"2,509",717,"2,594",745,"2,691",687,"2,705",676,"3,306",676,"3,306"
New_York,"Private, for-profit, 2-year",12,"3,167","22,315","2,990","21,743","1,641","19,317","1,207","17,936","7,146","16,457","7,345","14,679","7,214","12,993","7,144","10,770","6,663","10,160","1,729","5,845","1,729","5,845"
North_Carolina,Overall,1,"556,089","573,594","553,290","573,102","548,703","567,424","547,792","564,878","543,522","559,935","540,686","552,775","542,375","553,231","546,916","555,119","548,758","555,274","554,171","559,676","554,171","559,676"
North_Carolina,All 4-year Institutions,2,"301,984","316,225","302,351","317,580","303,763","318,542","307,584","321,024","310,097","323,099","317,315","326,254","320,050","327,881","324,532","330,108","329,496","333,887","331,102","335,334","331,102","335,334"
North_Carolina,All 2-year Institutions,3,"254,105","257,369","250,939","255,522","244,940","248,882","240,208","243,854","233,425","236,836","223,371","226,521","222,325","225,350","222,384","225,011","219,262","221,387","223,069","224,342","223,069","224,342"
North_Carolina,All Public Institutions,4,"475,162","475,598","470,565","470,989","465,244","465,684","459,651","460,100","454,692","455,178","447,581","448,055","450,162","450,162","454,632","454,632","456,128","456,128","462,970","462,970","462,970","462,970"
North_Carolina,"All Private, not-for-profit Institutions",5,"80,115","89,440","81,574","91,585","82,059","91,654","86,731","94,011","87,563","94,249","92,174","95,466","92,213","95,220","92,284","94,606","92,630","94,758","91,201","92,678","91,201","92,678"
North_Carolina,"All Private, for-profit Institutions",6,812,"8,556","1,151","10,528","1,400","10,086","1,410","10,767","1,267","10,508",931,"9,254",0,"7,849",0,"5,881",0,"4,388",0,"4,028",0,"4,028"
North_Carolina,"Public, 4-year",7,"221,727","221,727","220,305","220,305","221,010","221,010","220,121","220,121","221,968","221,968","224,915","224,915","228,524","228,524","232,872","232,872","237,460","237,460","240,457","240,457","240,457","240,457"
North_Carolina,"Private, not-for-profit, 4-year",8,"79,445","88,770","80,895","90,906","81,353","90,948","86,053","93,333","86,862","93,548","91,469","94,761","91,526","94,533","91,660","93,982","92,036","94,164","90,645","92,122","90,645","92,122"
North_Carolina,"Private, for-profit, 4-year",9,812,"5,728","1,151","6,369","1,400","6,584","1,410","7,570","1,267","7,583",931,"6,578",0,"4,824",0,"3,254",0,"2,263",0,"2,755",0,"2,755"
North_Carolina,"Public, 2-year",10,"253,435","253,871","250,260","250,684","244,234","244,674","239,530","239,979","232,724","233,210","222,666","223,140","221,638","221,638","221,760","221,760","218,668","218,668","222,513","222,513","222,513","222,513"
North_Carolina,"Private, not-for-profit, 2-year",11,670,670,679,679,706,706,678,678,701,701,705,705,687,687,624,624,594,594,556,556,556,556
North_Carolina,"Private, for-profit, 2-year",12,0,"2,828",0,"4,159",0,"3,502",0,"3,197",0,"2,925",0,"2,676",0,"3,025",0,"2,627",0,"2,125",0,"1,273",0,"1,273"
North_Dakota,Overall,1,"52,729","56,903","52,461","55,772","52,294","54,169","52,399","54,099","51,958","53,255","51,874","53,237","52,802","53,654","52,994","53,222","52,473","52,671","51,701","51,701","51,701","51,701"
North_Dakota,All 4-year Institutions,2,"46,153","49,292","45,473","48,565","45,673","47,301","45,631","47,077","45,301","46,413","45,103","46,278","45,824","46,676","45,788","46,016","45,146","45,344","44,444","44,444","44,444","44,444"
North_Dakota,All 2-year Institutions,3,"6,576","7,611","6,988","7,207","6,621","6,868","6,768","7,022","6,657","6,842","6,771","6,959","6,978","6,978","7,206","7,206","7,327","7,327","7,257","7,257","7,257","7,257"
North_Dakota,All Public Institutions,4,"48,155","48,904","48,137","48,868","48,200","48,929","48,294","48,751","47,949","48,292","47,780","48,197","47,696","47,964","47,346","47,574","46,333","46,531","45,590","45,590","45,590","45,590"
North_Dakota,"All Private, not-for-profit Institutions",5,"4,574","6,234","4,324","5,655","4,094","5,240","4,105","5,348","4,009","4,963","4,094","5,040","5,106","5,690","5,648","5,648","6,140","6,140","6,111","6,111","6,111","6,111"
North_Dakota,"All Private, for-profit Institutions",6,0,"1,765",0,"1,249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North_Dakota,"Public, 4-year",7,"41,579","41,893","41,149","41,661","41,579","42,061","41,526","41,729","41,292","41,450","41,009","41,238","40,718","40,986","40,140","40,368","39,006","39,204","38,333","38,333","38,333","38,333"
North_Dakota,"Private, not-for-profit, 4-year",8,"4,574","5,634","4,324","5,655","4,094","5,240","4,105","5,348","4,009","4,963","4,094","5,040","5,106","5,690","5,648","5,648","6,140","6,140","6,111","6,111","6,111","6,111"
North_Dakota,"Private, for-profit, 4-year",9,0,"1,765",0,"1,249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North_Dakota,"Public, 2-year",10,"6,576","7,011","6,988","7,207","6,621","6,868","6,768","7,022","6,657","6,842","6,771","6,959","6,978","6,978","7,206","7,206","7,327","7,327","7,257","7,257","7,257","7,257"
North_Dakota,"Private, not-for-profit, 2-year",11,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North_Dakota,"Private, for-profit, 2-year",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ohio,Overall,1,"690,330","731,593","684,470","721,522","668,263","698,609","661,330","687,415","649,572","672,028","642,279","660,990","638,850","655,168","632,623","647,685","629,130","644,296","641,235","655,922","641,235","655,922"
Ohio,All 4-year Institutions,2,"482,800","490,857","484,685","494,482","478,434","492,347","475,844","488,319","472,940","483,885","471,112","478,415","467,956","473,215","461,398","466,837","467,275","472,955","496,180","500,634","496,180","500,634"
Ohio,All 2-year Institutions,3,"207,530","240,736","199,785","227,040","189,829","206,262","185,486","199,096","176,632","188,143","171,167","182,575","170,894","181,953","171,225","180,848","161,855","171,341","145,055","155,288","145,055","155,288"
Ohio,All Public Institutions,4,"547,551","547,551","542,774","542,774","524,338","524,338","520,039","520,039","510,244","510,244","504,815","504,815","501,474","501,474","497,473","497,473","495,612","495,612","511,858","511,858","511,858","511,858"
Ohio,"All Private, not-for-profit Institutions",5,"142,040","149,465","141,173","150,393","143,639","149,123","141,291","146,091","139,328","144,000","137,464","141,379","137,376","140,738","135,150","138,702","133,518","137,356","129,377","132,335","129,377","132,335"
Ohio,"All Private, for-profit Institutions",6,739,"34,577",523,"28,355",286,"25,148",0,"21,285",0,"17,784",0,"14,796",0,"12,956",0,"11,510",0,"11,328",0,"11,729",0,"11,729"
Ohio,"Public, 4-year",7,"340,335","340,335","343,335","343,335","334,866","334,866","334,980","334,980","334,020","334,020","334,044","334,044","330,959","330,959","326,542","326,542","334,004","334,004","367,071","367,071","367,071","367,071"
Ohio,"Private, not-for-profit, 4-year",8,"141,726","147,859","140,827","147,531","143,282","147,103","140,864","145,005","138,920","142,953","137,068","140,061","136,997","139,469","134,856","137,283","133,271","136,192","129,109","131,283","129,109","131,283"
Ohio,"Private, for-profit, 4-year",9,739,"2,663",523,"3,616",286,"10,378",0,"8,334",0,"6,912",0,"4,310",0,"2,787",0,"3,012",0,"2,759",0,"2,280",0,"2,280"
Ohio,"Public, 2-year",10,"207,216","207,216","199,439","199,439","189,472","189,472","185,059","185,059","176,224","176,224","170,771","170,771","170,515","170,515","170,931","170,931","161,608","161,608","144,787","144,787","144,787","144,787"
Ohio,"Private, not-for-profit, 2-year",11,314,"1,606",346,"2,862",357,"2,020",427,"1,086",408,"1,047",396,"1,318",379,"1,269",294,"1,419",247,"1,164",268,"1,052",268,"1,052"
Ohio,"Private, for-profit, 2-year",12,0,"31,914",0,"24,739",0,"14,770",0,"12,951",0,"10,872",0,"10,486",0,"10,169",0,"8,498",0,"8,569",0,"9,449",0,"9,449"
Oklahoma,Overall,1,"209,064","227,549","210,731","227,554","213,947","226,185","209,807","218,797","204,621","213,841","200,803","209,862","199,738","208,163","194,779","201,845","190,317","195,943","186,792","192,656","186,792","192,656"
Oklahoma,All 4-year Institutions,2,"139,067","150,648","142,368","152,520","145,194","153,035","147,516","152,366","144,704","149,495","142,697","147,475","141,598","146,731","138,554","142,552","135,605","139,326","132,848","136,258","132,848","136,258"
Oklahoma,All 2-year Institutions,3,"69,997","76,901","68,363","75,034","68,753","73,150","62,291","66,431","59,917","64,346","58,106","62,387","58,140","61,432","56,225","59,293","54,712","56,617","53,944","56,398","53,944","56,398"
Oklahoma,All Public Institutions,4,"191,174","197,642","190,670","197,373","193,287","195,111","186,412","187,078","181,597","182,449","177,947","179,008","176,678","177,641","173,169","174,140","169,999","170,979","166,834","167,949","166,834","167,949"
Oklahoma,"All Private, not-for-profit Institutions",5,"17,890","22,657","20,061","23,406","20,660","23,988","23,395","25,117","23,024","24,737","22,856","25,996","23,060","26,227","21,610","23,919","20,318","22,549","19,958","22,251","19,958","22,251"
Oklahoma,"All Private, for-profit Institutions",6,0,"7,250",0,"6,775",0,"7,086",0,"6,602",0,"6,655",0,"4,858",0,"4,295",0,"3,786",0,"2,415",0,"2,456",0,"2,456"
Oklahoma,"Public, 4-year",7,"121,177","125,292","122,307","126,468","124,534","126,358","124,121","124,596","121,680","122,344","119,841","120,628","118,538","119,464","116,944","117,915","115,287","116,267","112,890","114,005","112,890","114,005"
Oklahoma,"Private, not-for-profit, 4-year",8,"17,890","22,657","20,061","23,406","20,660","23,988","23,395","25,117","23,024","24,737","22,856","24,841","23,060","25,033","21,610","23,338","20,318","21,971","19,958","21,580","19,958","21,580"
Oklahoma,"Private, for-profit, 4-year",9,0,"2,699",0,"2,646",0,"2,689",0,"2,653",0,"2,414",0,"2,006",0,"2,234",0,"1,299",0,"1,088",0,673,0,673
Oklahoma,"Public, 2-year",10,"69,997","72,350","68,363","70,905","68,753","68,753","62,291","62,482","59,917","60,105","58,106","58,380","58,140","58,177","56,225","56,225","54,712","54,712","53,944","53,944","53,944","53,944"
Oklahoma,"Private, not-for-profit, 2-year",11,0,0,0,0,0,0,0,0,0,0,0,"1,155",0,"1,194",0,581,0,578,0,671,0,671
Oklahoma,"Private, for-profit, 2-year",12,0,"4,551",0,"4,129",0,"4,397",0,"3,949",0,"4,241",0,"2,852",0,"2,061",0,"2,487",0,"1,327",0,"1,783",0,"1,783"
Oregon,Overall,1,"239,333","247,867","246,209","256,840","246,325","255,229","244,039","251,635","239,864","246,333","235,467","241,629","231,284","236,536","225,529","230,302","224,298","228,477","216,631","226,102","216,631","226,102"
Oregon,All 4-year Institutions,2,"129,301","134,677","133,571","139,776","134,007","140,241","137,671","143,338","139,422","144,664","139,870","145,049","138,251","142,520","137,414","141,383","135,393","138,760","129,631","138,336","129,631","138,336"
Oregon,All 2-year Institutions,3,"110,032","113,190","112,638","117,064","112,318","114,988","106,368","108,297","100,442","101,669","95,597","96,580","93,033","94,016","88,115","88,919","88,905","89,717","87,000","87,766","87,000","87,766"
Oregon,All Public Institutions,4,"208,002","208,002","214,221","215,466","211,273","212,310","207,803","208,317","201,645","201,645","197,948","197,948","197,198","197,198","192,334","192,334","191,943","191,943","189,901","189,901","189,901","189,901"
Oregon,"All Private, not-for-profit Institutions",5,"30,183","32,811","30,915","33,624","30,544","33,370","32,531","35,308","34,987","37,256","35,065","37,533","33,679","35,434","32,810","34,623","32,018","33,809","26,344","33,627","26,344","33,627"
Oregon,"All Private, for-profit Institutions",6,"1,148","7,054","1,073","7,750","4,508","9,549","3,705","8,010","3,232","7,432","2,454","6,148",407,"3,904",385,"3,345",337,"2,725",386,"2,574",386,"2,574"
Oregon,"Public, 4-year",7,"99,118","99,118","102,656","102,656","103,463","103,463","105,140","105,140","104,435","104,435","104,805","104,805","104,572","104,572","104,604","104,604","103,375","103,375","103,287","103,287","103,287","103,287"
Oregon,"Private, not-for-profit, 4-year",8,"30,183","32,811","30,915","33,624","30,544","33,370","32,531","35,308","34,987","37,256","35,065","37,422","33,679","35,434","32,810","34,589","32,018","33,764","26,344","33,594","26,344","33,594"
Oregon,"Private, for-profit, 4-year",9,0,"2,748",0,"3,496",0,"3,408",0,"2,890",0,"2,973",0,"2,822",0,"2,514",0,"2,190",0,"1,621",0,"1,455",0,"1,455"
Oregon,"Public, 2-year",10,"108,884","108,884","111,565","112,810","107,810","108,847","102,663","103,177","97,210","97,210","93,143","93,143","92,626","92,626","87,730","87,730","88,568","88,568","86,614","86,614","86,614","86,614"
Oregon,"Private, not-for-profit, 2-year",11,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,34,0,45,0,33,0,33
Oregon,"Private, for-profit, 2-year",12,"1,148","4,306","1,073","4,254","4,508","6,141","3,705","5,120","3,232","4,459","2,454","3,326",407,"1,390",385,"1,155",337,"1,104",386,"1,119",386,"1,119"
Pennsylvania,Overall,1,"729,350","793,671","725,025","778,204","720,928","769,080","712,189","758,137","703,641","744,082","699,008","731,297","692,024","722,084","687,271","714,303","681,645","697,403","674,708","690,480","674,708","690,480"
Pennsylvania,All 4-year Institutions,2,"570,958","597,251","567,718","589,217","567,830","588,950","564,271","584,665","561,218","579,402","560,629","574,670","557,357","572,225","559,337","572,140","557,058","562,064","553,135","558,357","553,135","558,357"
